Player,Tm,FantPos,Age,G,GS,Passing Cmp,Passing Att,Passing Yds,Passing TD,Passing Int,Rushing Att,Rushing Yds,Yards per Rushing Attempt,Rushing TD,Tgt,Rec,Receiving Yds,Yards per Reception,Receiving TD,Fmb,FL,Total TD,2PM,2PP,FantPt,PPR,DKPt,FDPt,VBD,PosRank,OvRank,Year
Fred McCrary,ATL,FB,33,15,0,0,0,0,0,0,0,0,0,0,3,3,12,4.00,0,0,0,0,0,0,1,4.2,4.2,2.7,0,153,,2005
Dave Moore,TAM,TE,36,16,1,0,0,0,0,0,0,0,0,0,1,1,5,5.00,0,0,0,0,0,0,1,1.5,1.5,1.0,0,95,,2005
Ryan Neufeld,BUF,TE,30,13,0,0,0,0,0,0,0,0,0,0,4,1,9,9.00,0,0,0,0,0,0,1,1.9,1.9,1.4,0,91,,2005
Dan Orlovsky,DET,QB,22,2,0,7,17,63,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0.5,1.5,0.5,0,73,,2005
O.J. Small,TEN,WR,23,2,0,0,0,0,0,0,0,0,0,0,1,1,6,6.00,0,0,0,0,0,0,1,1.6,1.6,1.1,0,171,,2005
Rod Smart,CAR,RB,28,12,0,0,0,0,0,0,3,6,2.00,0,0,0,0,0,0,1,0,0,0,0,1,0.6,0.6,0.6,0,155,,2005
Musa Smith,BAL,RB,23,1,0,0,0,0,0,0,0,0,0,0,3,3,5,1.67,0,0,0,0,0,0,1,3.5,3.5,2.0,0,156,,2005
Trent Smith,SFO,TE,26,5,2,0,0,0,0,0,0,0,0,0,8,3,7,2.33,0,0,0,0,0,0,1,3.7,3.7,2.2,0,93,,2005
Dominique Thompson,STL,WR,23,2,0,0,0,0,0,0,0,0,0,0,2,1,13,13.00,0,0,0,0,0,0,1,2.3,2.3,1.8,0,167,,2005
Rich Alexis,JAX,RB,24,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,160,,2005
David Allen,STL,RB,27,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,161,,2005
Jason Anderson,HOU,RB,25,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,162,,2005
Alex Bannister,SEA,WR,26,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,173,,2005
Darian Barnes,MIA,FB,25,9,6,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,163,,2005
Jarrod Baxter,ARI,FB,26,8,2,0,0,0,0,0,0,0,0,0,3,1,4,4.00,0,0,0,0,0,0,0,1.4,1.4,0.9,0,157,,2005
Sean Berton,NYG,TE,26,14,0,0,0,0,0,0,0,0,0,0,1,1,3,3.00,0,0,0,0,0,0,0,1.3,1.3,0.8,0,96,,2005
Eric Beverly,ATL,TE,31,16,2,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,98,,2005
John Bronson,ARI,TE,23,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99,,2005
Nehemiah Broughton,WAS,FB,23,4,0,0,0,0,0,0,1,3,3.00,0,0,0,0,0,0,0,0,0,0,0,0,0.3,0.3,0.3,0,159,,2005
Romby Bryant,ATL,WR,26,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,174,,2005
Terry Butler,NYJ,RB,23,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,164,,2005
Kory Chapman,IND,RB,25,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,165,,2005
Brad Cieslak,BUF,TE,23,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,2005
DeAndra Cobb,ATL,RB,24,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,166,,2005
Jerome Collins,STL,TE,23,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,101,,2005
Todd Collins,KAN,QB,34,1,0,0,0,0,0,0,2,-2,-1.00,0,0,0,0,0,0,0,0,0,0,0,0,-0.2,-0.2,-0.2,0,75,,2005
Devard Darling,BAL,WR,23,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,175,,2005
Koy Detmer,PHI,QB,32,16,0,32,56,238,0,3,1,1,1.00,0,0,0,0,0,0,2,2,0,0,0,0,-0.4,4.6,2.6,0,79,,2005
Eddie Drummond,DET,WR,25,12,0,0,0,0,0,0,1,-3,-3.00,0,0,0,0,0,0,1,0,0,0,0,0,-0.3,-0.3,-0.3,0,199,,2005
Kevin Dudley,ATL,RB,23,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,167,,2005
Jeff Dugan,MIN,TE,24,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,102,,2005
Omar Easy,OAK,FB,28,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,168,,2005
Adimchinobe Echemandu,MIN,RB,25,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,169,,2005
Patrick Estes,SFO,TE,22,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,103,,2005
Zeron Flemister,OAK,TE,29,12,3,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,104,,2005
Doug Flutie,NWE,QB,43,5,0,5,10,29,0,0,5,-1,-0.20,0,0,0,0,0,0,2,1,0,0,0,0,0.1,1.1,0.1,0,74,,2005
Carl Ford,CHI,WR,25,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,176,,2005
Karl Hankton,CAR,WR,35,16,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,177,,2005
Tim Hasselbeck,NYG,QB,27,2,0,0,0,0,0,0,2,-3,-1.50,0,0,0,0,0,0,0,0,0,0,0,0,-0.3,-0.3,-0.3,0,78,,2005
Shaun Hill,MIN,QB,25,1,0,0,0,0,0,0,2,-2,-1.00,0,0,0,0,0,0,0,0,0,0,0,0,-0.2,-0.2,-0.2,0,76,,2005
James Hodgins,ARI,FB,28,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,170,,2005
Carlyle Holiday,ARI,WR,24,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,178,,2005
Tony Hollings,HOU,RB,24,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,171,,2005
Alex Holmes,MIA,TE,24,8,0,0,0,0,0,0,0,0,0,0,1,1,2,2.00,0,0,0,0,0,0,0,1.2,1.2,0.7,0,97,,2005
Keenan Howry,MIN,WR,24,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,179,,2005
Tory Humphrey,GNB,TE,22,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,105,,2005
Nate Jackson,DEN,WR,26,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,180,,2005
Jamal Jones,GNB,WR,24,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,181,,2005
Mark Jones,TAM,WR,25,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,182,,2005
Ryan Krause,SDG,TE,24,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,106,,2005
Nate Lawrie,TAM,TE,24,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,107,,2005
Luke Lawton,NYJ,RB,25,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,172,,2005
Michael Lewis,NOR,WR,34,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,183,,2005
Chad Lucas,GNB,WR,24,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,184,,2005
Marcus Maxwell,SFO,WR,22,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,185,,2005
Sean McHugh,DET,TE,23,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,108,,2005
Corey McIntyre,CLE,FB,26,15,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,173,,2005
Shad Meier,NOR,TE,27,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,109,,2005
Itula Mili,SEA,TE,32,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,110,,2005
Billy Miller,CLE,TE,28,3,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,111,,2005
Johnnie Morant,OAK,WR,24,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,186,,2005
Sean Morey,PIT,WR,29,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,187,,2005
Harold Morrow,ARI,FB,32,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,174,,2005
J.J. Moses,ARI,WR,26,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,188,,2005
Chad Owens,JAX,WR,23,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,189,,2005
Rich Parson,WAS,WR,25,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,190,,2005
Ed Perry,KAN,TE,31,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,112,,2005
Andrew Pinnock,SDG,FB,25,12,0,0,0,0,0,0,1,4,4.00,0,0,0,0,0,0,0,0,0,0,0,0,0.4,0.4,0.4,0,158,,2005
Derek Rackley,ATL,TE,28,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,113,,2005
Tony Romo,DAL,QB,25,16,0,0,0,0,0,0,2,-2,-1.00,0,0,0,0,0,0,0,0,0,0,0,0,-0.2,-0.2,-0.2,0,77,,2005
Cliff Russell,MIA,WR,26,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,191,,2005
Sean Ryan,DAL,TE,25,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,114,,2005
B.J. Sams,BAL,RB,25,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,175,,2005
Mike Seidman,CAR,TE,24,12,1,0,0,0,0,0,0,0,0,0,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,115,,2005
Ben Steele,GNB,TE,27,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,116,,2005
Barry Stokes,ATL,TE,32,16,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,117,,2005
Jamaar Taylor,NYG,WR,24,5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,192,,2005
David Terrell,DEN,WR,26,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,193,,2005
Sloan Thomas,TEN,WR,24,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,194,,2005
Taco Wallace,GNB,WR,24,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,195,,2005
Nate Washington,PIT,WR,22,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,196,,2005
Kenny Watson,CIN,RB,27,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,176,,2005
Harry Williams,NYJ,WR,23,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,197,,2005
Nick Luchey,CIN,FB,28,3,0,0,0,0,0,0,1,0,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,177,,2005
George Wilson,BUF,WR,24,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,198,,2005
Ovie Mughelli,BAL,FB,25,13,5,0,0,0,0,0,0,0,0,0,6,3,13,4.33,0,1,1,0,0,0,-1,2.3,3.3,0.8,0,178,,2005
ReShard Lee,GNB,RB,25,7,1,0,0,0,0,0,11,16,1.45,0,1,1,5,5.00,0,2,2,0,0,0,-2,-0.9,1.1,-1.4,0,179,,2005
Josh Scobey,SEA,RB,26,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,-2,-2.0,-1.0,-2.0,0,180,,2005
Reggie Swinton,ARI,WR,30,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,-2,-2.0,-1.0,-2.0,0,200,,2005
Aaron Rodgers,GNB,QB,22,3,0,9,16,65,0,1,2,7,3.50,0,0,0,0,0,0,2,2,0,0,0,-3,-2.7,0.3,-1.7,0,80,,2005
Fred McAfee,NOR,RB,37,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,-4,-4.0,-2.0,-4.0,0,181,,2005
Rasheed Marshall,SFO,WR,24,12,0,0,0,0,0,0,1,-7,-7.00,0,6,1,-1,-1.00,0,4,3,0,0,0,-7,-5.8,-2.8,-6.3,0,201,,2005
